__CreatedOn,__ModifiedOn,__Owner,__Status,accessible_event,calendar_date,calendar_date_group,calendar_id,calendar_time_of_day,cost_notes,event_category,event_dates,event_description,event_email,event_enddate,event_expirydate,event_features,event_image,event_locations,event_name,event_price,event_price_adult,event_price_child,event_price_high,event_price_low,event_price_pwyc,event_price_senior,event_price_student,event_price_youth,event_startdate,event_status,event_sub_category,event_telephone,event_telephone_ext,event_theme,event_website,facebook_url,featured_event,free_event,id,instagram_url,other_event_category,other_event_sub_category,partnerships,reservations_required,short_description,short_name,submission_id,ticket_email,ticket_telephone,ticket_telephone_ext,ticket_website,twitter_url
2025-10-03T10:11:09.702-04:00,2025-10-03T10:11:09.702-04:00,c3api_config,,Yes,2025-10-28T17:00:00-04:00,2025-10-28,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Day Event,Prices slightly vary depending on the performance time selected.,,,"Two internationally acclaimed  experiences, SÉANCE and FLIGHT, are coming. 

Staged inside purpose-built 40-foot shipping containers, these genre-defying works use complete darkness, 360° binaural audio, and precisely timed physical and environmental effects to create psychologically charged alternate realities.

The Toronto season brings two of the company’s most toured experiences to Canada for the first time. With over 700,000 attendees worldwide and appearances of their work at Venice Film Festival, Tribeca, SXSW, and Edinburgh Fringe, Toronto is now invited also to step inside the dark.",NA,2025-11-09T17:00:00-05:00,2025-11-09T17:00:00-05:00,,,,DARKFIELD Toronto,NA,NA,NA,25.00,22.00,NA,NA,NA,NA,2025-10-04T17:00:00-04:00,Approved,,NA,NA,,www.darkfield.live/toronto,NA,No,No,3154ef1b-2ad2-4421-a4c4-9ecc57be34d2,darkfield.live,NA,NA,,Yes,"Two internationally acclaimed  experiences, SÉANCE and FLIGHT, are coming. 

Staged inside purpose-built 40-foot shippin",DARKFIELD Toronto,94ced7bc-5fe2-4d29-8d3b-8464fc2872cd,NA,NA,NA,www.darkfield.live/toronto,NA
2025-10-03T10:11:09.974-04:00,2025-10-03T10:11:09.974-04:00,c3api_config,,Yes,2025-10-30T17:00:00-04:00,2025-10-30,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Day Event,Prices slightly vary depending on the performance time selected.,,,"Two internationally acclaimed  experiences, SÉANCE and FLIGHT, are coming. 

Staged inside purpose-built 40-foot shipping containers, these genre-defying works use complete darkness, 360° binaural audio, and precisely timed physical and environmental effects to create psychologically charged alternate realities.

The Toronto season brings two of the company’s most toured experiences to Canada for the first time. With over 700,000 attendees worldwide and appearances of their work at Venice Film Festival, Tribeca, SXSW, and Edinburgh Fringe, Toronto is now invited also to step inside the dark.",NA,2025-11-09T17:00:00-05:00,2025-11-09T17:00:00-05:00,,,,DARKFIELD Toronto,NA,NA,NA,25.00,22.00,NA,NA,NA,NA,2025-10-04T17:00:00-04:00,Approved,,NA,NA,,www.darkfield.live/toronto,NA,No,No,6a9201c8-3ef1-4c2f-bad2-25ce28000744,darkfield.live,NA,NA,,Yes,"Two internationally acclaimed  experiences, SÉANCE and FLIGHT, are coming. 

Staged inside purpose-built 40-foot shippin",DARKFIELD Toronto,94ced7bc-5fe2-4d29-8d3b-8464fc2872cd,NA,NA,NA,www.darkfield.live/toronto,NA
2025-10-03T10:11:10.329-04:00,2025-10-03T10:11:10.329-04:00,c3api_config,,Yes,2025-11-01T17:00:00-04:00,2025-11-01,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Day Event,Prices slightly vary depending on the performance time selected.,,,"Two internationally acclaimed  experiences, SÉANCE and FLIGHT, are coming. 

Staged inside purpose-built 40-foot shipping containers, these genre-defying works use complete darkness, 360° binaural audio, and precisely timed physical and environmental effects to create psychologically charged alternate realities.

The Toronto season brings two of the company’s most toured experiences to Canada for the first time. With over 700,000 attendees worldwide and appearances of their work at Venice Film Festival, Tribeca, SXSW, and Edinburgh Fringe, Toronto is now invited also to step inside the dark.",NA,2025-11-09T17:00:00-05:00,2025-11-09T17:00:00-05:00,,,,DARKFIELD Toronto,NA,NA,NA,25.00,22.00,NA,NA,NA,NA,2025-10-04T17:00:00-04:00,Approved,,NA,NA,,www.darkfield.live/toronto,NA,No,No,cead0648-ea76-47d8-9349-3c1eb0300904,darkfield.live,NA,NA,,Yes,"Two internationally acclaimed  experiences, SÉANCE and FLIGHT, are coming. 

Staged inside purpose-built 40-foot shippin",DARKFIELD Toronto,94ced7bc-5fe2-4d29-8d3b-8464fc2872cd,NA,NA,NA,www.darkfield.live/toronto,NA
2025-10-03T10:11:10.896-04:00,2025-10-03T10:11:10.896-04:00,c3api_config,,Yes,2025-11-04T17:00:00-05:00,2025-11-04,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Day Event,Prices slightly vary depending on the performance time selected.,,,"Two internationally acclaimed  experiences, SÉANCE and FLIGHT, are coming. 

Staged inside purpose-built 40-foot shipping containers, these genre-defying works use complete darkness, 360° binaural audio, and precisely timed physical and environmental effects to create psychologically charged alternate realities.

The Toronto season brings two of the company’s most toured experiences to Canada for the first time. With over 700,000 attendees worldwide and appearances of their work at Venice Film Festival, Tribeca, SXSW, and Edinburgh Fringe, Toronto is now invited also to step inside the dark.",NA,2025-11-09T17:00:00-05:00,2025-11-09T17:00:00-05:00,,,,DARKFIELD Toronto,NA,NA,NA,25.00,22.00,NA,NA,NA,NA,2025-10-04T17:00:00-04:00,Approved,,NA,NA,,www.darkfield.live/toronto,NA,No,No,34f6f0aa-c813-4487-a13b-f49dd01ae569,darkfield.live,NA,NA,,Yes,"Two internationally acclaimed  experiences, SÉANCE and FLIGHT, are coming. 

Staged inside purpose-built 40-foot shippin",DARKFIELD Toronto,94ced7bc-5fe2-4d29-8d3b-8464fc2872cd,NA,NA,NA,www.darkfield.live/toronto,NA
2025-10-03T10:11:11.368-04:00,2025-10-03T10:11:11.368-04:00,c3api_config,,Yes,2025-11-07T17:00:00-05:00,2025-11-07,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Day Event,Prices slightly vary depending on the performance time selected.,,,"Two internationally acclaimed  experiences, SÉANCE and FLIGHT, are coming. 

Staged inside purpose-built 40-foot shipping containers, these genre-defying works use complete darkness, 360° binaural audio, and precisely timed physical and environmental effects to create psychologically charged alternate realities.

The Toronto season brings two of the company’s most toured experiences to Canada for the first time. With over 700,000 attendees worldwide and appearances of their work at Venice Film Festival, Tribeca, SXSW, and Edinburgh Fringe, Toronto is now invited also to step inside the dark.",NA,2025-11-09T17:00:00-05:00,2025-11-09T17:00:00-05:00,,,,DARKFIELD Toronto,NA,NA,NA,25.00,22.00,NA,NA,NA,NA,2025-10-04T17:00:00-04:00,Approved,,NA,NA,,www.darkfield.live/toronto,NA,No,No,f1ae605a-5b8e-4847-ac18-806fd05846a6,darkfield.live,NA,NA,,Yes,"Two internationally acclaimed  experiences, SÉANCE and FLIGHT, are coming. 

Staged inside purpose-built 40-foot shippin",DARKFIELD Toronto,94ced7bc-5fe2-4d29-8d3b-8464fc2872cd,NA,NA,NA,www.darkfield.live/toronto,NA
2025-10-03T10:18:53.67-04:00,2025-10-03T10:18:53.67-04:00,c3api_config,,Yes,2025-10-29T19:00:00-04:00,2025-10-29,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Night Event,Cash only. ATM available onsite.,,,"Featuring poets Katerina Vaughan Fretwell and Asante Haughton, with an open mic invitation for poetry of any language.



",NA,2025-10-29T19:00:00-04:00,2025-10-29T22:00:00-04:00,,,,Shab-e She’r (Poetry Night) CXV ,NA,NA,NA,20.00,10.00,NA,NA,NA,NA,2025-10-29T19:00:00-04:00,Approved,,NA,NA,,https://www.facebook.com/share/1PJ2gxd4Cz/,https://www.facebook.com/ShabeSherTO/,No,No,953d3692-4307-4bb9-a043-aac7eed328d6,banoo.zan,NA,NA,,No,"Featuring poets Katerina Vaughan Fretwell and Asante Haughton, with an open mic invitation for poetry of any language.

",Shab-e She’r (Poetry Night) CXV ,9751c20a-e0e1-4062-95ce-c982e24bb46e,NA,NA,NA,NA,ShabeSherTO
2025-10-03T10:21:12.229-04:00,2025-10-03T10:21:12.229-04:00,c3api_config,,Yes,2025-12-06T16:30:00-05:00,2025-12-06,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Day Event,NA,,,"One of Toronto's oldest holiday traditions. 

First staged here in 1938, this pageant began in St. Martin-in-the-Fields church in London, England in 1928. Queen Elizabeth and her sister Margaret were taken to see it when they were little girls. The story of the Nativity is told through a series of narrated scenes linked by beautiful organ music and carols from an unseen choir.   

Close to 50 volunteers, including babies who take turns playing the role of baby Jesus, perform in the cast. The Church of the Holy Trinity, a 178-year-old architectural treasure, brings its own charm to the show.  ASL interpretation is available on Friday, December 19th.",christmasstory@holytrinity.to,2025-12-21T16:30:00-05:00,2025-12-21T17:45:00-05:00,,,,The Christmas Story,NA,NA,NA,NA,NA,25.00,NA,NA,NA,2025-12-06T16:30:00-05:00,Approved,,416-598-4521,NA,,https://www.thechristmasstory.ca/,https://www.facebook.com/thechristmasstoryTO,No,No,5991b2e8-3409-4f85-b0f8-af75c2d3327f,thechristmasstoryto,NA,NA,,Yes,"One of Toronto's oldest holiday traditions. 

First staged here in 1938, this pageant began in St. Martin-in-the-Fields ",The Christmas Story,2f34992d-2ea4-4ea3-bbfb-8355bcb59c2e,NA,NA,NA,https://www.thechristmasstory.ca/,NA
2025-10-03T10:35:03.611-04:00,2025-10-03T10:35:03.611-04:00,c3api_config,,Yes,2025-11-30T10:00:00-05:00,2025-11-30,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Day Event,NA,,,"Since 1975, we have been Canada’s favourite holiday tradition, spotlighting the creativity and talent of makers from across the country. This year, we proudly celebrate our 50th anniversary, honouring 
five decades of Canadian craft while looking ahead to an exciting new era.

More than just a marketplace, this is a cultural movement where creativity comes to life. Visitors can shop from over 700 artisans and makers, discover one-of-a-kind treasures and support Canadian small businesses, all while experiencing the festive magic of the season.

This year enjoy a brand-new vintage section, full of nostalgic finds, a European-style Christmas Market with festive gifts, décor, food and drink, an expanded Flavours section for food lovers and special Northwest Territories Pop-Up.
",NA,2025-12-07T10:00:00-05:00,2025-12-07T20:00:00-05:00,,,,One Of a Kind Christmas Show | 50th Anniversary,NA,23.00,NA,NA,NA,NA,18.00,18.00,18.00,2025-11-27T10:00:00-05:00,Approved,,NA,NA,,https://oneofakindshow.com/home/,NA,No,No,30c9d55f-3c4d-4b6d-a3af-42ff51423836,NA,NA,NA,,Yes,"Since 1975, we have been Canada’s favourite holiday tradition, spotlighting the creativity and talent of makers from acr",One Of a Kind Christmas Show | 50th Anniversary,f6707646-70d4-4032-8057-c4948f2f9040,NA,NA,NA,https://www.tix123.com/tickets/?code=OOAKW25,NA
2025-10-03T10:35:03.936-04:00,2025-10-03T10:35:03.936-04:00,c3api_config,,Yes,2025-12-02T10:00:00-05:00,2025-12-02,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Day Event,NA,,,"Since 1975, we have been Canada’s favourite holiday tradition, spotlighting the creativity and talent of makers from across the country. This year, we proudly celebrate our 50th anniversary, honouring 
five decades of Canadian craft while looking ahead to an exciting new era.

More than just a marketplace, this is a cultural movement where creativity comes to life. Visitors can shop from over 700 artisans and makers, discover one-of-a-kind treasures and support Canadian small businesses, all while experiencing the festive magic of the season.

This year enjoy a brand-new vintage section, full of nostalgic finds, a European-style Christmas Market with festive gifts, décor, food and drink, an expanded Flavours section for food lovers and special Northwest Territories Pop-Up.
",NA,2025-12-07T10:00:00-05:00,2025-12-07T20:00:00-05:00,,,,One Of a Kind Christmas Show | 50th Anniversary,NA,23.00,NA,NA,NA,NA,18.00,18.00,18.00,2025-11-27T10:00:00-05:00,Approved,,NA,NA,,https://oneofakindshow.com/home/,NA,No,No,54f8a428-1f9a-4d84-a168-d727b76ceed5,NA,NA,NA,,Yes,"Since 1975, we have been Canada’s favourite holiday tradition, spotlighting the creativity and talent of makers from acr",One Of a Kind Christmas Show | 50th Anniversary,f6707646-70d4-4032-8057-c4948f2f9040,NA,NA,NA,https://www.tix123.com/tickets/?code=OOAKW25,NA
2025-07-18T11:12:12.962-04:00,2025-07-18T11:12:12.962-04:00,c3api_config,,Yes,2026-02-20T20:00:00-05:00,2026-02-20,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Night Event,NA,,,"Witness the exceptional talents of RCM alumni Luka Coetzee and Jon Kimura Parker as they perform a delightful program including Omar Daniel: Duo for Violoncello and Piano, Johannes Brahms: Cello Sonata No. 2 in F Major, op. 99, George Gershwin: Three Preludes, and Sergei Rachmaninov: Cello Sonata in G Minor, op. 19.

Please join us! This concert is preceded by a short performance by talented students of The Royal Conservatory.


",NA,2026-02-20T20:00:00-05:00,2026-02-20T20:00:00-05:00,,,,Luka Coetzee on Cello with Jon Kimura Parker on Piano,NA,NA,NA,95.00,45.00,NA,NA,NA,NA,2026-02-20T20:00:00-05:00,Approved,,NA,NA,,https://www.rcmusic.com/events-and-performances/luka-coetzee-with-jon-kimura-parker,https://www.facebook.com/koernerhall/,No,No,adc1f8ab-4cbf-4db3-9ee1-88c304486e13,koernerhallrcm,NA,NA,,Yes,Witness the exceptional talents of RCM alumni Luka Coetzee and Jon Kimura Parker as they perform a delightful program in,Luka Coetzee on Cello with Jon Kimura Parker on Piano,e850764e-9d30-48f1-bc04-83dbed946a7a,NA,NA,NA,https://www.rcmusic.com/Tickets/Seats/377801,NA
2025-06-06T17:07:53.04-04:00,2025-06-06T17:07:53.04-04:00,c3api_config,,No,2025-10-26T20:30:00-04:00,2025-10-26,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Night Event,All participants must be 16 or older.,,,"Join us for a spine-chilling paranormal adventure where intimate groups of 12 or fewer will have exclusive access to investigate haunted heritage buildings – including the notorious Half Way House – in the dark! Feel the chill of the night and listen to the whispers of the past as we employ ancient and modern techniques to attempt to establish contact with the lingering spirits that call the Village home. ‘Alone in the Dark’ is as real as it gets, nothing is hidden or staged. This unforgettably eerie evening will delight ghost story enthusiasts, fearless paranormal investigators, history aficionados, urban explorers, and anyone with a curiosity about the unknown. Book your spot now—spaces fill fast! All participants must be 16 or older.",info@hauntedwalk.com,2025-11-02T20:30:00-05:00,2025-11-02T21:15:00-05:00,,,,Alone in the Dark – The Village at Black Creek,64.99,NA,NA,NA,NA,NA,NA,NA,NA,2025-05-11T20:00:00-04:00,Approved,,416-238-1473,NA,,https://hauntedwalk.com/experience/alone-in-the-dark-the-village-at-black-creek/,NA,No,No,487d9d3a-cad5-4fc1-bb3d-48ace524e9ca,NA,NA,NA,,Yes,Join us for a spine-chilling paranormal adventure where intimate groups of 12 or fewer will have exclusive access to inv,Alone in the Dark – The Village at Black Creek,81ac5547-826f-4070-b2a6-a348bb0f7607,info@hauntedwalk.com,416-238-1473,NA,https://hauntedwalk.com/experience/alone-in-the-dark-the-village-at-black-creek/,NA
2025-06-06T17:07:53.487-04:00,2025-06-06T17:07:53.487-04:00,c3api_config,,No,2025-11-02T20:30:00-05:00,2025-11-02,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Night Event,All participants must be 16 or older.,,,"Join us for a spine-chilling paranormal adventure where intimate groups of 12 or fewer will have exclusive access to investigate haunted heritage buildings – including the notorious Half Way House – in the dark! Feel the chill of the night and listen to the whispers of the past as we employ ancient and modern techniques to attempt to establish contact with the lingering spirits that call the Village home. ‘Alone in the Dark’ is as real as it gets, nothing is hidden or staged. This unforgettably eerie evening will delight ghost story enthusiasts, fearless paranormal investigators, history aficionados, urban explorers, and anyone with a curiosity about the unknown. Book your spot now—spaces fill fast! All participants must be 16 or older.",info@hauntedwalk.com,2025-11-02T20:30:00-05:00,2025-11-02T21:15:00-05:00,,,,Alone in the Dark – The Village at Black Creek,64.99,NA,NA,NA,NA,NA,NA,NA,NA,2025-05-11T20:00:00-04:00,Approved,,416-238-1473,NA,,https://hauntedwalk.com/experience/alone-in-the-dark-the-village-at-black-creek/,NA,No,No,92d8773a-d87d-4a33-b981-10a3d1dffed3,NA,NA,NA,,Yes,Join us for a spine-chilling paranormal adventure where intimate groups of 12 or fewer will have exclusive access to inv,Alone in the Dark – The Village at Black Creek,81ac5547-826f-4070-b2a6-a348bb0f7607,info@hauntedwalk.com,416-238-1473,NA,https://hauntedwalk.com/experience/alone-in-the-dark-the-village-at-black-creek/,NA
2025-09-25T11:25:00.952-04:00,2025-09-25T11:25:00.952-04:00,c3api_config,,Yes,2025-10-29T18:00:00-04:00,2025-10-29,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Night Event,NA,,,"Through the use of sculpture, photography, video, and installation, this exhibition is a blend of different people and perspectives forming a kind of visual and sonic cacophony. It’s a nod to global (or even galactic) unity, and to the idea that despite all the noise and division, we’re more alike than not. 

In her Canadian debut, Intergalactic Planetary brings together imagery and works inspired by cities including Shanghai, Chongqing, Berlin, Tokyo, Bangkok and locations across the United States. Snelling explains, “Through this work, I ask: how can we move beyond our fears, borders, and egos to become more humane? Perhaps by staying curious, open, and willing to see each other more fully, we can take a small step toward connection, and even a glimmer of peace for the future”.

Join us on Nuit Blanche to view the exhibition's works, while DJ beats set the mood with dynamic sounds and enjoy two exhibition-inspired cocktails-one coffee-based and the other with an intergalactic twist. ",admin@kofflerarts.org,2025-12-14T18:00:00-05:00,2025-12-14T17:00:00-05:00,,,,Intergalactic Planetary: Tracey Snelling,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-09-18T18:00:00-04:00,Approved,,6479250643,NA,,https://www.kofflerarts.org/whatson/exhibitions/exhibition/intergalactic-planetary-tracey-snelling,https://www.facebook.com/KofflerArts/,No,Yes,e363e796-abd8-4917-a44d-a3e0d0c37603,kofflerarts,NA,NA,,No,"Through the use of sculpture, photography, video, and installation, this exhibition is a blend of different people and p",Intergalactic Planetary: Tracey Snelling,72ed1936-1c08-4610-aee3-5d1917b6b557,NA,NA,NA,NA,NA
2025-09-25T11:25:00.46-04:00,2025-09-25T11:25:00.46-04:00,c3api_config,,Yes,2025-10-27T18:00:00-04:00,2025-10-27,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Night Event,NA,,,"Through the use of sculpture, photography, video, and installation, this exhibition is a blend of different people and perspectives forming a kind of visual and sonic cacophony. It’s a nod to global (or even galactic) unity, and to the idea that despite all the noise and division, we’re more alike than not. 

In her Canadian debut, Intergalactic Planetary brings together imagery and works inspired by cities including Shanghai, Chongqing, Berlin, Tokyo, Bangkok and locations across the United States. Snelling explains, “Through this work, I ask: how can we move beyond our fears, borders, and egos to become more humane? Perhaps by staying curious, open, and willing to see each other more fully, we can take a small step toward connection, and even a glimmer of peace for the future”.

Join us on Nuit Blanche to view the exhibition's works, while DJ beats set the mood with dynamic sounds and enjoy two exhibition-inspired cocktails-one coffee-based and the other with an intergalactic twist. ",admin@kofflerarts.org,2025-12-14T18:00:00-05:00,2025-12-14T17:00:00-05:00,,,,Intergalactic Planetary: Tracey Snelling,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-09-18T18:00:00-04:00,Approved,,6479250643,NA,,https://www.kofflerarts.org/whatson/exhibitions/exhibition/intergalactic-planetary-tracey-snelling,https://www.facebook.com/KofflerArts/,No,Yes,4518e881-a8e5-4247-a774-6f4d9fd56b50,kofflerarts,NA,NA,,No,"Through the use of sculpture, photography, video, and installation, this exhibition is a blend of different people and p",Intergalactic Planetary: Tracey Snelling,72ed1936-1c08-4610-aee3-5d1917b6b557,NA,NA,NA,NA,NA
2025-09-25T11:25:00.797-04:00,2025-09-25T11:25:00.797-04:00,c3api_config,,Yes,2025-10-28T18:00:00-04:00,2025-10-28,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Night Event,NA,,,"Through the use of sculpture, photography, video, and installation, this exhibition is a blend of different people and perspectives forming a kind of visual and sonic cacophony. It’s a nod to global (or even galactic) unity, and to the idea that despite all the noise and division, we’re more alike than not. 

In her Canadian debut, Intergalactic Planetary brings together imagery and works inspired by cities including Shanghai, Chongqing, Berlin, Tokyo, Bangkok and locations across the United States. Snelling explains, “Through this work, I ask: how can we move beyond our fears, borders, and egos to become more humane? Perhaps by staying curious, open, and willing to see each other more fully, we can take a small step toward connection, and even a glimmer of peace for the future”.

Join us on Nuit Blanche to view the exhibition's works, while DJ beats set the mood with dynamic sounds and enjoy two exhibition-inspired cocktails-one coffee-based and the other with an intergalactic twist. ",admin@kofflerarts.org,2025-12-14T18:00:00-05:00,2025-12-14T17:00:00-05:00,,,,Intergalactic Planetary: Tracey Snelling,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-09-18T18:00:00-04:00,Approved,,6479250643,NA,,https://www.kofflerarts.org/whatson/exhibitions/exhibition/intergalactic-planetary-tracey-snelling,https://www.facebook.com/KofflerArts/,No,Yes,2fcad8f5-fc40-4361-b792-5723a86e5b95,kofflerarts,NA,NA,,No,"Through the use of sculpture, photography, video, and installation, this exhibition is a blend of different people and p",Intergalactic Planetary: Tracey Snelling,72ed1936-1c08-4610-aee3-5d1917b6b557,NA,NA,NA,NA,NA
2025-09-25T11:25:01.893-04:00,2025-09-25T11:25:01.893-04:00,c3api_config,,Yes,2025-11-04T18:00:00-05:00,2025-11-04,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Night Event,NA,,,"Through the use of sculpture, photography, video, and installation, this exhibition is a blend of different people and perspectives forming a kind of visual and sonic cacophony. It’s a nod to global (or even galactic) unity, and to the idea that despite all the noise and division, we’re more alike than not. 

In her Canadian debut, Intergalactic Planetary brings together imagery and works inspired by cities including Shanghai, Chongqing, Berlin, Tokyo, Bangkok and locations across the United States. Snelling explains, “Through this work, I ask: how can we move beyond our fears, borders, and egos to become more humane? Perhaps by staying curious, open, and willing to see each other more fully, we can take a small step toward connection, and even a glimmer of peace for the future”.

Join us on Nuit Blanche to view the exhibition's works, while DJ beats set the mood with dynamic sounds and enjoy two exhibition-inspired cocktails-one coffee-based and the other with an intergalactic twist. ",admin@kofflerarts.org,2025-12-14T18:00:00-05:00,2025-12-14T17:00:00-05:00,,,,Intergalactic Planetary: Tracey Snelling,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-09-18T18:00:00-04:00,Approved,,6479250643,NA,,https://www.kofflerarts.org/whatson/exhibitions/exhibition/intergalactic-planetary-tracey-snelling,https://www.facebook.com/KofflerArts/,No,Yes,9fb9e9c9-340c-4618-ba99-a14e830cd3c4,kofflerarts,NA,NA,,No,"Through the use of sculpture, photography, video, and installation, this exhibition is a blend of different people and p",Intergalactic Planetary: Tracey Snelling,72ed1936-1c08-4610-aee3-5d1917b6b557,NA,NA,NA,NA,NA
2025-09-25T11:25:02.191-04:00,2025-09-25T11:25:02.191-04:00,c3api_config,,Yes,2025-11-06T18:00:00-05:00,2025-11-06,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Night Event,NA,,,"Through the use of sculpture, photography, video, and installation, this exhibition is a blend of different people and perspectives forming a kind of visual and sonic cacophony. It’s a nod to global (or even galactic) unity, and to the idea that despite all the noise and division, we’re more alike than not. 

In her Canadian debut, Intergalactic Planetary brings together imagery and works inspired by cities including Shanghai, Chongqing, Berlin, Tokyo, Bangkok and locations across the United States. Snelling explains, “Through this work, I ask: how can we move beyond our fears, borders, and egos to become more humane? Perhaps by staying curious, open, and willing to see each other more fully, we can take a small step toward connection, and even a glimmer of peace for the future”.

Join us on Nuit Blanche to view the exhibition's works, while DJ beats set the mood with dynamic sounds and enjoy two exhibition-inspired cocktails-one coffee-based and the other with an intergalactic twist. ",admin@kofflerarts.org,2025-12-14T18:00:00-05:00,2025-12-14T17:00:00-05:00,,,,Intergalactic Planetary: Tracey Snelling,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-09-18T18:00:00-04:00,Approved,,6479250643,NA,,https://www.kofflerarts.org/whatson/exhibitions/exhibition/intergalactic-planetary-tracey-snelling,https://www.facebook.com/KofflerArts/,No,Yes,047a0a89-293c-411d-b978-cfd01c63b777,kofflerarts,NA,NA,,No,"Through the use of sculpture, photography, video, and installation, this exhibition is a blend of different people and p",Intergalactic Planetary: Tracey Snelling,72ed1936-1c08-4610-aee3-5d1917b6b557,NA,NA,NA,NA,NA
2025-09-25T11:25:02.487-04:00,2025-09-25T11:25:02.487-04:00,c3api_config,,Yes,2025-11-08T18:00:00-05:00,2025-11-08,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Night Event,NA,,,"Through the use of sculpture, photography, video, and installation, this exhibition is a blend of different people and perspectives forming a kind of visual and sonic cacophony. It’s a nod to global (or even galactic) unity, and to the idea that despite all the noise and division, we’re more alike than not. 

In her Canadian debut, Intergalactic Planetary brings together imagery and works inspired by cities including Shanghai, Chongqing, Berlin, Tokyo, Bangkok and locations across the United States. Snelling explains, “Through this work, I ask: how can we move beyond our fears, borders, and egos to become more humane? Perhaps by staying curious, open, and willing to see each other more fully, we can take a small step toward connection, and even a glimmer of peace for the future”.

Join us on Nuit Blanche to view the exhibition's works, while DJ beats set the mood with dynamic sounds and enjoy two exhibition-inspired cocktails-one coffee-based and the other with an intergalactic twist. ",admin@kofflerarts.org,2025-12-14T18:00:00-05:00,2025-12-14T17:00:00-05:00,,,,Intergalactic Planetary: Tracey Snelling,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-09-18T18:00:00-04:00,Approved,,6479250643,NA,,https://www.kofflerarts.org/whatson/exhibitions/exhibition/intergalactic-planetary-tracey-snelling,https://www.facebook.com/KofflerArts/,No,Yes,3dcdfbce-a6e0-4b50-b44c-59007d785dc7,kofflerarts,NA,NA,,No,"Through the use of sculpture, photography, video, and installation, this exhibition is a blend of different people and p",Intergalactic Planetary: Tracey Snelling,72ed1936-1c08-4610-aee3-5d1917b6b557,NA,NA,NA,NA,NA
2025-09-25T11:25:04.165-04:00,2025-09-25T11:25:04.165-04:00,c3api_config,,Yes,2025-11-18T18:00:00-05:00,2025-11-18,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Night Event,NA,,,"Through the use of sculpture, photography, video, and installation, this exhibition is a blend of different people and perspectives forming a kind of visual and sonic cacophony. It’s a nod to global (or even galactic) unity, and to the idea that despite all the noise and division, we’re more alike than not. 

In her Canadian debut, Intergalactic Planetary brings together imagery and works inspired by cities including Shanghai, Chongqing, Berlin, Tokyo, Bangkok and locations across the United States. Snelling explains, “Through this work, I ask: how can we move beyond our fears, borders, and egos to become more humane? Perhaps by staying curious, open, and willing to see each other more fully, we can take a small step toward connection, and even a glimmer of peace for the future”.

Join us on Nuit Blanche to view the exhibition's works, while DJ beats set the mood with dynamic sounds and enjoy two exhibition-inspired cocktails-one coffee-based and the other with an intergalactic twist. ",admin@kofflerarts.org,2025-12-14T18:00:00-05:00,2025-12-14T17:00:00-05:00,,,,Intergalactic Planetary: Tracey Snelling,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-09-18T18:00:00-04:00,Approved,,6479250643,NA,,https://www.kofflerarts.org/whatson/exhibitions/exhibition/intergalactic-planetary-tracey-snelling,https://www.facebook.com/KofflerArts/,No,Yes,645c159f-7ea1-4206-8ead-b05bff06ed2f,kofflerarts,NA,NA,,No,"Through the use of sculpture, photography, video, and installation, this exhibition is a blend of different people and p",Intergalactic Planetary: Tracey Snelling,72ed1936-1c08-4610-aee3-5d1917b6b557,NA,NA,NA,NA,NA
